book_id,goodreads_title,isbn_lookup,openlibrary_found,openlibrary_id,openlibrary_url,openlibrary_title,publish_date,page_count,publishers,primary_publisher,subjects,primary_subject,subject_count,cover_url
367,"Odd Thomas (Odd Thomas, #1)",0553384287,True,OL16729662M,http://openlibrary.org/books/OL16729662M/Odd_Thomas,Odd Thomas,2006,383.0,Bantam Books,Bantam Books,"Cooks; Mediums; Murderers; Fiction; Paranormal fiction; Fiction, horror; Fiction, psychological; Deserts",Cooks,9,
368,"The Subtle Knife (His Dark Materials, #2)",0679879250,True,OL23242790M,http://openlibrary.org/books/OL23242790M/The_subtle_knife,The subtle knife,1997,426.0,Knopf; Distributed by Random House,Knopf,Fantasy; Juvenile literature; English Fantasy fiction; Fantasy fiction; Juvenile fiction; Fiction; Kidnapping; Missing persons,Fantasy,72,
369,"Stargirl (Stargirl, #1)",9780439488412,False,,,,,,,,,,0,
370,"The Red Pyramid (Kane Chronicles, #1)",1423113381,True,OL42346557M,http://openlibrary.org/books/OL42346557M/The_Red_Pyramid,The Red Pyramid,2010,516.0,Disney - Hyperion Books,Disney - Hyperion Books,Serie:The_Kane_Chronicles; Fiction; Egyptian Mythology; nyt:paperback-books=2011-09-04; New York Times bestseller; Juvenile fiction; Egyptologists; Fantasy fiction,Serie:The_Kane_Chronicles,39,https://covers.openlibrary.org/b/id/14601518-L.jpg
371,Stranger in a Strange Land,0441788386,True,OL51725682M,http://openlibrary.org/books/OL51725682M/Stranger_in_a_Strange_Land,Stranger in a Strange Land,1991,,Ace Books,Ace Books,Hugo Award Winner; award:hugo_award=1962; award:hugo_award=novel; Fiction; Fiction in English; Science fiction; American Science fiction; Religion,Hugo Award Winner,19,https://covers.openlibrary.org/b/id/14630987-L.jpg
372,Dress Your Family in Corduroy and Denim,0965904830,True,OL26800459M,http://openlibrary.org/books/OL26800459M/Dress_Your_Family_in_Corduroy_and_Denim,Dress Your Family in Corduroy and Denim,2004,257.0,"Little, Brown and Company","Little, Brown and Company","Section 8; essays; American Humorous stories; Humorous stories, American; Literary Criticism; Nonfiction; Humor; Family",Section 8,27,https://covers.openlibrary.org/b/id/8580446-L.jpg
373,The BFG,0141311371,True,OL7359578M,http://openlibrary.org/books/OL7359578M/The_BFG,The BFG,"April 5, 2001",208.0,Puffin Books,Puffin Books,Open Library Staff Picks; Roald Dahl; Tweens; Teens; Teenagers; YA; Young adult; Juvenile,Open Library Staff Picks,54,https://covers.openlibrary.org/b/id/108627-L.jpg
374,A Short History of Nearly Everything,076790818X,True,OL40261198M,http://openlibrary.org/books/OL40261198M/A_short_history_of_nearly_everything,A short history of nearly everything,2004,544.0,Broadway Books,Broadway Books,"Science; Popular works; Ciencia; Obras populares; Science, popular works; Obras de divulgacio n.; Natuurwetenschappen; Sciences",Science,40,https://covers.openlibrary.org/b/id/12995805-L.jpg
375,The Call of the Wild,0439227143,True,OL7511149M,http://openlibrary.org/books/OL7511149M/The_Call_Of_The_Wild_(Scholastic_Classics),The Call Of The Wild (Scholastic Classics),"January 1, 2001",192.0,Scholastic Paperbacks; Scholastic,Scholastic Paperbacks,Gold discoveries; Bienestar; Lobos; Descubrimiento de oro; Crítica e interpretación; American Nature stories; Cartoons and comics; Feral dogs,Gold discoveries,114,https://covers.openlibrary.org/b/id/10781440-L.jpg
376,"The Death Cure (Maze Runner, #3)",0385738773,True,OL24994751M,http://openlibrary.org/books/OL24994751M/The_Death_Cure,The Death Cure,2011,,Delacorte Press,Delacorte Press,Science fiction; Survival; Fiction; Virus diseases; Recovered memory; Survival skills; Juvenile fiction; Reading Level-Grade 7,Science fiction,29,https://covers.openlibrary.org/b/id/6935538-L.jpg
378,The Namesake,0618485228,True,OL24934831M,http://openlibrary.org/books/OL24934831M/The_namesake,The namesake,2004,291.0,Houghton Mifflin,Houghton Mifflin,Alienación (Psicología social); Alienation (Social psychology); Appreciation; Asimilación cultural; Assimilation (Sociology); Children of immigrants; East Indian Americans; Estadounidenses de India Oriental,Alienación (Psicología social),43,https://covers.openlibrary.org/b/id/15206072-L.jpg
379,"A Discovery of Witches (All Souls Trilogy, #1)",0670022411,True,OL24423822M,http://openlibrary.org/books/OL24423822M/A_Discovery_of_Witches,A Discovery of Witches,2011,579.0,Viking,Viking,Vampires--Fiction.; Witches--Fiction.; Alchemy--Manuscripts--Fiction.; Science and magic--Fiction.; Alchemy; Vampires; Witches; Manuscripts,Vampires--Fiction.,27,https://covers.openlibrary.org/b/id/15095779-L.jpg
380,Norwegian Wood,0375704027,True,OL24196635M,http://openlibrary.org/books/OL24196635M/Norwegian_Wood,Norwegian Wood,2000,298.0,Vintage; Vintage International,Vintage,"Student; Theaterwissenschaft; Liebesbeziehung; Belletristische Darstellung; Fiction, romance, general; College students; Fiction; Man-woman relationships",Student,27,https://covers.openlibrary.org/b/id/6376119-L.jpg
381,Where the Heart Is,0446672211,True,OL21587761M,http://openlibrary.org/books/OL21587761M/Where_the_heart_is,Where the heart is,1998-06-30,376.0,Warner Books,Warner Books,Fiction; Friendship; Love stories; Pregnant schoolgirls; Teenage girls; Teenage mothers; Teenage pregnancy; Oprah's book club,Fiction,15,https://covers.openlibrary.org/b/id/6634001-L.jpg
382,"Will Grayson, Will Grayson",0525421580,True,OL22695796M,http://openlibrary.org/books/OL22695796M/Will_Grayson_Will_Grayson,"Will Grayson, Will Grayson",2009,310.0,Dutton,Dutton,"Theater; Juvenile Fiction; Interpersonal relations; Fiction; Homosexuality; Dating (Social customs); Overweight persons; Names, Personal",Theater,42,https://covers.openlibrary.org/b/id/14649496-L.jpg
383,A Million Little Pieces,9780307276912,False,,,,,,,,,,0,
384,"Frostbite (Vampire Academy, #2)",1595141758,True,OL12438001M,http://openlibrary.org/books/OL12438001M/Frostbite,Frostbite,"April 10, 2008",256.0,Razorbill,Razorbill,New York Times bestseller; nyt:series_books=2009-12-27; Magic; Vampires; Fiction; Skis and skiing; Interpersonal relations; High schools,New York Times bestseller,16,https://covers.openlibrary.org/b/id/2964365-L.jpg
385,Quiet: The Power of Introverts in a World That Can't Stop Talking,0307352145,True,OL25184609M,http://openlibrary.org/books/OL25184609M/Quiet,Quiet,2012,333.0,Crown Publishers; Crown,Crown Publishers,Extraversion; Introverts; Interpersonal relations; Introversion; New York Times bestseller; nyt:combined_print_nonfiction=2012-03-03; Reading Level-Grade 11; Reading Level-Grade 12,Extraversion,21,https://covers.openlibrary.org/b/id/14825439-L.jpg
386,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",0440439884,True,OL18471888M,http://openlibrary.org/books/OL18471888M/Island_of_the_Blue_Dolphins,Island of the Blue Dolphins,1987,184.0,Dell; Yearling,Dell,Fiction; Indians of North America; Islands; Juvenile fiction; Newbery Medal; Survival; Survival skills; Brothers and sisters,Fiction,61,https://covers.openlibrary.org/b/id/6517587-L.jpg
387,The Crucible,0142437336,True,OL31443293M,http://openlibrary.org/books/OL31443293M/The_Crucible,The Crucible,2003,143.0,Penguin Books,Penguin Books,fiction classics; literary criticism; historical fiction; witchcraft trials; trials; Historical drama; Trials (Witchcraft); Witchcraft,fiction classics,63,https://covers.openlibrary.org/b/id/10520140-L.jpg
388,"Hatchet (Brian's Saga, #1)",0689840926,True,OL23098630M,http://openlibrary.org/books/OL23098630M/Hatchet,Hatchet,1996,195.0,Aladdin Paperbacks,Aladdin Paperbacks,"Divorce; plane crash; survival; Canada, fiction; Divorce, fiction; Children's fiction; Newbery Honor; Juvenile fiction",Divorce,72,https://covers.openlibrary.org/b/id/10653790-L.jpg
389,"The Final Empire (Mistborn, #1)",076531178X,True,OL3418158M,http://openlibrary.org/books/OL3418158M/Mistborn,Mistborn,2006,541.0,Tor,Tor,form:novel; series:The Mistborn Saga; series:Mistborn Original Trilogy; genre:high fantasy; Courts and courtiers; Women revolutionaries; Fiction; Adventure,form:novel,21,https://covers.openlibrary.org/b/id/15134395-L.jpg
390,The Strange Case of Dr. Jekyll and Mr. Hyde,0451528956,True,OL3682767M,http://openlibrary.org/books/OL3682767M/Dr._Jekyll_and_Mr._Hyde,Dr. Jekyll and Mr. Hyde,2003,139.0,Signet Classic,Signet Classic,Fiction; Physicians; Physicians in fiction; Multiple personality in fiction; Multiple personality; Self-experimentation in medicine in fiction; Self-experimentation in medicine; Ficción,Fiction,93,https://covers.openlibrary.org/b/id/295773-L.jpg
391,The Lorax,0679889108,True,OL7717837M,http://openlibrary.org/books/OL7717837M/The_Lorax_(Classic_Seuss),The Lorax (Classic Seuss),"February 24, 1998",72.0,Random House Books for Young Readers,Random House Books for Young Readers,"nyt:picture_books=2012-02-11; Stories in rhyme; New York Times bestseller; Children's stories; Juvenile fiction; Pollution; Children's fiction; Ecology, fiction",nyt:picture_books=2012-02-11,21,https://covers.openlibrary.org/b/id/423350-L.jpg
392,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",0810993139,True,OL59258062M,http://openlibrary.org/books/OL59258062M/Diary_of_a_Wimpy_Kid,Diary of a Wimpy Kid,2007,226.0,Amulet Books,Amulet Books,School stories; Families; Diaries; Middle schools; Family life; Fiction; Children's stories; Schools,School stories,35,
393,"Throne of Glass (Throne of Glass, #1)",1599906953,True,OL49837301M,http://openlibrary.org/books/OL49837301M/Throne_of_glass,Throne of glass,August 2 2012,,Bloomsbury usa,Bloomsbury usa,Assassins; Princes; Courts and courtiers; Prisoners; Fiction; Fantasy; Court and courtiers; Juvenile fiction,Assassins,38,https://covers.openlibrary.org/b/id/14677222-L.jpg
394,"Shadow Kiss (Vampire Academy, #3)",1595141979,True,OL22569074M,http://openlibrary.org/books/OL22569074M/Shadow_Kiss,Shadow Kiss,2008,,Razorbill,Razorbill,Young Adult Fiction; Magic; Vampires; Juvenile Fiction; Social classes; New York Times bestseller; High schools; Schools,Young Adult Fiction,14,https://covers.openlibrary.org/b/id/13766004-L.jpg
395,For Whom the Bell Tolls,0684803356,True,OL21616433M,http://openlibrary.org/books/OL21616433M/For_Whom_the_Bell_Tolls,For Whom the Bell Tolls,1995,471.0,Scribner Paperback Fiction,Scribner Paperback Fiction,Spain in fiction; Fiction; History; Spanish Civil War; Americans; open_syllabus_project; Guerrilla warfare; Foreign Participation,Spain in fiction,42,https://covers.openlibrary.org/b/id/14811332-L.jpg
396,Hotel on the Corner of Bitter and Sweet,0345505336,True,OL22658536M,http://openlibrary.org/books/OL22658536M/Hotel_on_the_corner_of_bitter_and_sweet,Hotel on the corner of bitter and sweet,2009,290.0,Ballantine Books,Ballantine Books,"Fiction; Widowers; Evacuation and relocation, 1942-1945; Japanese Americans; Fathers and sons; Chinese Americans; First loves; Hotels",Fiction,24,https://covers.openlibrary.org/b/id/6595974-L.jpg
397,Perfume: The Story of a Murderer,0140120831,True,OL22123184M,http://openlibrary.org/books/OL22123184M/Perfume,Perfume,1987,263.0,Penguin,Penguin,Historical fiction; psychological thriller; dark fantasy; coming-of-age; murder mystery; obsession; perfume; scent,Historical fiction,22,
399,The Tales of Beedle the Bard,0747599874,True,OL23176734M,http://openlibrary.org/books/OL23176734M/The_Tales_of_Beedle_the_Bard,The Tales of Beedle the Bard,"December 4, 2008",105.0,"Children's High Level Group; Bloomsbury; London, United Kingdom: Bloomsbury Publishing Plc",Children's High Level Group,"Magicians; Magic; Hogwarts School of Witchcraft and Wizardry (Imaginary place); Warlocks; Fairy tales; Children's stories, English; Fantasy; Wizards",Magicians,24,https://covers.openlibrary.org/b/id/15148784-L.jpg
400,Neuromancer,9780441569612,False,,,,,,,,,,0,
402,The Tell-Tale Heart and Other Writings,0553212281,True,OL24966103M,http://openlibrary.org/books/OL24966103M/The_Tell-Tale_Heart_and_Other_Writings,The Tell-Tale Heart and Other Writings,1996-03,419.0,Bantam Books,Bantam Books,busts; narrative poetry; supernatural; talking birds; American poetry; poetry; ravens; American fantasy poetry,busts,95,https://covers.openlibrary.org/b/id/11775692-L.jpg
403,The Art of War,1590302257,True,OL8845946M,http://openlibrary.org/books/OL8845946M/The_Art_of_War,The Art of War,"January 11, 2005",224.0,Shambhala,Shambhala,Open Library Staff Picks; Early works to 1800; Military art and science; great_books_of_the_western_world; Business; Self-Improvement; Philosophy; open_syllabus_project,Open Library Staff Picks,167,https://covers.openlibrary.org/b/id/859604-L.jpg
404,Defending Jacob,0385344228,True,OL25191357M,http://openlibrary.org/books/OL25191357M/Defending_Jacob,Defending Jacob,2012,,Delacorte Press,Delacorte Press,Murder; Investigation; Public prosecutors; Fiction; New York Times bestseller; nyt:e-book_fiction=2012-01-28; Families; High school students,Murder,22,https://covers.openlibrary.org/b/id/7023466-L.jpg
405,Breakfast of Champions,9780385334212,False,,,,,,,,,,0,
406,The New Drawing on the Right Side of the Brain,0874774241,True,OL24346158M,http://openlibrary.org/books/OL24346158M/The_New_Drawing_on_the_Right_Side_of_the_Brain,The New Drawing on the Right Side of the Brain,1999,,JT Tarcher,JT Tarcher,Technique; Visual perception; Drawing; Cerebral dominance; Creative ability,Technique,5,https://covers.openlibrary.org/b/id/-1-L.jpg
408,"Guns, Germs, and Steel: The Fates of Human Societies",0739467352,True,OL7917109M,http://openlibrary.org/books/OL7917109M/Guns_Germs_and_Steel,"Guns, Germs, and Steel",2005,,W.W. Norton and Company,W.W. Norton and Company,prize:pulitzer=1998; Ethnology; Criticism and interpretation; Culture diffusion; Effect of environment on; Civilization; Human beings; Social evolution,prize:pulitzer=1998,75,
409,Fried Green Tomatoes at the Whistle Stop Cafe,0375508414,True,OL3568860M,http://openlibrary.org/books/OL3568860M/Fried_green_tomatoes_at_the_Whistle_Stop_Cafe,Fried green tomatoes at the Whistle Stop Cafe,2002,403.0,Random House,Random House,Race relations; Reminiscing in old age; Female friendship; Romance norte americano; Fiction; Lesbians; Women; Domestic fiction,Race relations,28,https://covers.openlibrary.org/b/id/228109-L.jpg
410,"Things Fall Apart (The African Trilogy, #1)",0385474547,True,OL51242967M,http://openlibrary.org/books/OL51242967M/Things_Fall_Apart,Things Fall Apart,2017,209.0,Penguin Books,Penguin Books,20th century literature; Christianity; masculinity; British colonialism; LANGUAGE & LITERARY STUDIES; CONTEMPORARY FICTION; literature; Race relations,20th century literature,61,https://covers.openlibrary.org/b/id/14595726-L.jpg
411,The Undomestic Goddess,0385338694,True,OL30542437M,http://openlibrary.org/books/OL30542437M/The_Undomestic_Goddess,The Undomestic Goddess,"Apr 25, 2006",400.0,Dial Press Trade Paperback; Dial Press,Dial Press Trade Paperback,"London (england), fiction; Women lawyers, fiction; Fiction, romance, general; Mistaken identity; Fiction; Women lawyers; Country homes; Housekeepers","London (england), fiction",12,https://covers.openlibrary.org/b/id/10468140-L.jpg
412,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,1881273156,True,OL1503025M,http://openlibrary.org/books/OL1503025M/The_five_love_languages,The five love languages,1992,175.0,Northfield Pub.,Northfield Pub.,Spouses; Love; nyt:paperback_advice=2007-07-28; Interpersonal Relations; Matrimonio; Marriage; New York Times bestseller; Communication in marriage,Spouses,16,https://covers.openlibrary.org/b/id/15093929-L.jpg
415,"Evermore (The Immortals, #1)",031253275X,True,OL25946037M,http://openlibrary.org/books/OL25946037M/Evermore,Evermore,February 2009,,St. Martin's Press,St. Martin's Press,"nyt:paperback-books=2009-02-22; New York Times bestseller; Children's fiction; Supernatural, fiction",nyt:paperback-books=2009-02-22,4,
416,The Witches,0590032496,True,OL7884156M,http://openlibrary.org/books/OL7884156M/The_Witches,The Witches,1997,,Scholastic,Scholastic,Fiction; Witches; Grandmothers; Juvenile fiction; Ficción juvenil; Brujas; Readers; Abuelas,Fiction,43,https://covers.openlibrary.org/b/id/8598244-L.jpg
417,The Thirteenth Tale,0743298020,True,OL24952986M,http://openlibrary.org/books/OL24952986M/The_thirteenth_tale,The thirteenth tale,2006,406.0,Atria Books,Atria Books,Open Library Staff Picks; Fiction; Women authors; Female friendship; Recluses as authors; Hermits; Authors; Family,Open Library Staff Picks,8,https://covers.openlibrary.org/b/id/6986539-L.jpg
418,"Spirit Bound (Vampire Academy, #5)",9781595142512,False,,,,,,,,,,0,
419,"Blood Promise (Vampire Academy, #4)",1595141987,True,OL23191836M,http://openlibrary.org/books/OL23191836M/Blood_Promise,Blood Promise,2009,,Razorbill an imprint of Penguin Group (USA) Inc.,Razorbill an imprint of Penguin Group (USA) Inc.,Vampires; Juvenile Fiction; Fiction; Supernatural; High schools; Schools,Vampires,6,https://covers.openlibrary.org/b/id/13765694-L.jpg
420,Message in a Bottle,0446676071,True,OL28783847M,http://openlibrary.org/books/OL28783847M/Message_in_a_Bottle,Message in a Bottle,1999,352.0,Grand Central Publishing,Grand Central Publishing,"Fiction, romance, contemporary; Boston (mass.), fiction; Widowers, fiction; Divorced people, fiction; Fiction, romance, general; Widowers; Fiction; Divorced women","Fiction, romance, contemporary",10,
421,The Paris Wife,0345521307,True,OL24384322M,http://openlibrary.org/books/OL24384322M/The_Paris_wife,The Paris wife,2011,320.0,Ballantine Books,Ballantine Books,Authors' spouses; Marriage; Expatriate authors; American Authors; Fiction; New York Times bestseller; nyt:hardcover_fiction=2011-07-30,Authors' spouses,7,https://covers.openlibrary.org/b/id/6680904-L.jpg
422,"Harry Potter Boxset (Harry Potter, #1-7)",0545044251,True,OL9893727M,http://openlibrary.org/books/OL9893727M/Harry_Potter_Boxset_Books_1-7,Harry Potter Boxset Books 1-7,"October 16, 2007",,Arthur A. Levine Books,Arthur A. Levine Books,New York Times bestseller; nyt:series_books=2006-09-16; Juvenile fiction; Fiction; Wizards; Magic; Schools; Children's fiction,New York Times bestseller,15,https://covers.openlibrary.org/b/id/1278800-L.jpg
424,The Name of the Rose,0156001314,True,OL1089713M,http://openlibrary.org/books/OL1089713M/The_Name_of_the_Rose,The Name of the Rose,1994,536.0,Harcourt Brace; Harvest Books,Harcourt Brace,Novela de misterio; History; Monasticismo y vida religiosa; Novela didáctica; Bibliotecas monásticas; Historia; Novela histórica; Monastic and religious life,Novela de misterio,43,https://covers.openlibrary.org/b/id/115146-L.jpg
425,Go Ask Alice,1416914633,True,OL47771063M,http://openlibrary.org/books/OL47771063M/Go_Ask_Alice,Go Ask Alice,2006-01,,Simon Pulse,Simon Pulse,homelessness; bad trips; psychiatric hospitals; child prostitution; probation; hitchhiking; child sexual abuse; heroin,homelessness,46,https://covers.openlibrary.org/b/id/14316350-L.jpg
426,A Confederacy of Dunces,9780802130212,False,,,,,,,,,,0,
427,The Importance of Being Earnest,158049580X,True,OL26335724M,http://openlibrary.org/books/OL26335724M/The_Importance_of_Being_Earnest,The Importance of Being Earnest,2006,75.0,Prestwick House; Prestwick House Inc.,Prestwick House,British and irish drama (dramatic works by one author); English life; Readers; etiquette; love; manners; marriage; play,British and irish drama (dramatic works by one author),44,https://covers.openlibrary.org/b/id/8015568-L.jpg
428,"The Mark of Athena (The Heroes of Olympus, #3)",9781423140612,False,,,,,,,,,,0,
430,Kafka on the Shore,1400079276,True,OL24196633M,http://openlibrary.org/books/OL24196633M/Kafka_on_the_shore,Kafka on the shore,2006,480.0,Vintage; Vintage International,Vintage,"Self-actulaization (Psychology); Fiction; Miscellanea; Japanese Authors; Runaway teenagers; Parent and child; Japan, fiction; Near and far eastern fiction (fictional works by one author)",Self-actulaization (Psychology),25,https://covers.openlibrary.org/b/id/6376109-L.jpg
431,"Red Dragon (Hannibal Lecter, #1)",0525945563,True,OL6778876M,http://openlibrary.org/books/OL6778876M/Red_Dragon,Red Dragon,2000,369.0,Dutton; Brand: G. P. Putnam's Sons,Dutton,Novel; psychiatrists; cannibalism; serial killers; offender profiling; FBI; stalking; photographic processing,Novel,53,https://covers.openlibrary.org/b/id/9330540-L.jpg
432,"I, Robot (Robot #0.1)",0553803700,True,OL22744922M,http://openlibrary.org/books/OL22744922M/I_Robot,"I, Robot",2004-06,224.0,Bantam Books,Bantam Books,smear campaigns; supercomputers; computers; Frankenstein complex; hyperspace; heisenbugs; asteroids; Shahada,smear campaigns,40,https://covers.openlibrary.org/b/id/14950510-L.jpg
433,"Dark Lover (Black Dagger Brotherhood, #1)",0451216954,True,OL26209899M,http://openlibrary.org/books/OL26209899M/Dark_Lover,Dark Lover,2005,,Penguin,Penguin,"Fiction; Paranormal Romance; Fantasy; Vampires; Black Dagger Brotherhood series; Fiction, romance, paranormal, general; Vampires, fiction; Fiction, romance, paranormal",Fiction,10,
434,"Crescendo (Hush, Hush, #2)",1416989439,True,OL24438106M,http://openlibrary.org/books/OL24438106M/Crescendo,Crescendo,2010,,Simon and Schuster Books for Young Readers,Simon and Schuster Books for Young Readers,Fathers and daughters; Supernatural; Dating (Social customs); Secrets; Good and evil; Angels; Fiction; New York Times bestseller,Fathers and daughters,36,https://covers.openlibrary.org/b/id/6671379-L.jpg
436,The God of Small Things,0679457313,True,OL31390125M,http://openlibrary.org/books/OL31390125M/The_God_of_Small_Things,The God of Small Things,1997,321.0,Random House,Random House,Literary Fiction; Women's Fiction; dalit; Catholicism; fraternal twins; Psychological fiction; Domestic fiction; award:man_booker_prize=1997,Literary Fiction,44,https://covers.openlibrary.org/b/id/10513792-L.jpg
437,The Invention of Wings,0670024783,True,OL25443361M,http://openlibrary.org/books/OL25443361M/The_invention_of_wings,The invention of wings,2014,373.0,Viking,Viking,Master and servant; Women's rights; Biographical fiction; Women slaves; Fiction; Feminists; Sisters; Large type books,Master and servant,22,https://covers.openlibrary.org/b/id/7333268-L.jpg
438,What Alice Forgot,0141043768,True,OL27873290M,http://openlibrary.org/books/OL27873290M/What_Alice_forgot,What Alice forgot,2010,486.0,Michael Joseph,Michael Joseph,"Family relationships; Life change events; Amnesiacs; Memory disorders; Fiction; Fiction, psychological; Fiction, family life; Australia, fiction",Family relationships,9,https://covers.openlibrary.org/b/id/13361854-L.jpg
439,A Brief History of Time,0553380168,True,OL51162205M,http://openlibrary.org/books/OL51162205M/A_Brief_History_of_Time,A Brief History of Time,1998-09-01,,andom House Publishing Group,andom House Publishing Group,Cosmologie; Temps (durée); Espace-temps; Vulgarisation scientifique; Univers; Espace extraterrestre; Expansion; Cosmology,Cosmologie,64,https://covers.openlibrary.org/b/id/14589690-L.jpg
440,"Fall of Giants (The Century Trilogy, #1)",0525951652,True,OL35067326M,http://openlibrary.org/books/OL35067326M/Fall_of_Giants,Fall of Giants,2010-10,,Dutton,Dutton,"World War, 1914-1918; Fiction; History; Twentieth century; Social life and customs; Fiction, historical; Fiction, sagas; Fiction, family life","World War, 1914-1918",38,https://covers.openlibrary.org/b/id/12683357-L.jpg
441,Under the Dome,9781439148512,False,,,,,,,,,,0,
442,Snow Crash,0553380958,True,OL18141225M,http://openlibrary.org/books/OL18141225M/Snow_crash,Snow crash,2000,440.0,Bantam Books,Bantam Books,American Science fiction; Open Library Staff Picks; ready player one; Fiction; Science fiction; Suspense; open_syllabus_project; American fiction,American Science fiction,20,https://covers.openlibrary.org/b/id/8619290-L.jpg
443,Just Listen,0670061050,True,OL17236845M,http://openlibrary.org/books/OL17236845M/Just_listen,Just listen,2006,371.0,Viking Children's Books,Viking Children's Books,Young adult fiction; Teenage girls; Family; Juvenile fiction; Family problems; Models (Persons); Fiction; Interpersonal relations,Young adult fiction,21,https://covers.openlibrary.org/b/id/14847666-L.jpg
444,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",0525467564,True,OL21661842M,http://openlibrary.org/books/OL21661842M/Winnie-the-Pooh,Winnie-the-Pooh,2001,161.0,Dutton Children's Books,Dutton Children's Books,Fiction; Juvenile audience; Juvenile; Toy and movable books; Teddy bears; Rain and rainfall; Animals; Board books,Fiction,45,
446,A Study in Scarlet,1420925539,True,OL30127908M,http://openlibrary.org/books/OL30127908M/A_Study_in_Scarlet,A Study in Scarlet,"Jan 01, 2005",108.0,Digireads.com,Digireads.com,Action & Adventure Fiction; aortic aneurysm; Battle of Maiwand; Blessing and cursing; British and irish fiction (fictional works by one author); Children's fiction; Classics; crime scenes,Action & Adventure Fiction,38,https://covers.openlibrary.org/b/id/10439754-L.jpg
447,"Brisingr (The Inheritance Cycle, #3)",0375826726,True,OL19906309M,http://openlibrary.org/books/OL19906309M/Brisingr_or_The_seven_promises_of_Eragon_Shadeslayer_and_Saphira_Bjartskular,"Brisingr, or, The seven promises of Eragon Shadeslayer and Saphira Bjartskular",2008,,Alfred A. Knopf,Alfred A. Knopf,Fiction; Juvenile Fiction; New York Times bestseller; nyt:series_books=2011-06-11; Fantasy; Youths' writings; Dragons; Youth's writings,Fiction,37,https://covers.openlibrary.org/b/id/14848397-L.jpg
448,The Purpose Driven Life: What on Earth Am I Here for?,0310276993,True,OL24217565M,http://openlibrary.org/books/OL24217565M/The_purpose_driven®_life,The purpose driven® life,2002,334.0,Zondervan,Zondervan,Open Library Staff Picks; Christian life; New York Times bestseller; nyt:paperback_advice=2009-03-29,Open Library Staff Picks,4,https://covers.openlibrary.org/b/id/6554927-L.jpg
449,"Betrayed (House of Night, #2)",0312360282,True,OL9408541M,http://openlibrary.org/books/OL9408541M/Betrayed,Betrayed,"October 2, 2007",320.0,St. Martin's Griffin,St. Martin's Griffin,"Vampires; Fiction; New York Times bestseller; Large type books; Zoey Redbird (Fictitious character); nyt:series_books=2009-05-30; Vampires, fiction; Children's fiction",Vampires,11,https://covers.openlibrary.org/b/id/1169889-L.jpg
450,"Storm Front (The Dresden Files, #1)",0451457811,True,OL26971042M,http://openlibrary.org/books/OL26971042M/Storm_Front,Storm Front,2000,372.0,Penguin Putnam,Penguin Putnam,"Mystery; Fiction; Fantasy; Wizards; Dresden, Harry (Fictitious characters); Urban Fantasy; Wizards in fiction; science fiction",Mystery,26,https://covers.openlibrary.org/b/id/15116627-L.jpg
451,Northanger Abbey,1593082649,True,OL8870278M,http://openlibrary.org/books/OL8870278M/Northanger_Abbey,Northanger Abbey,2005,288.0,Barnes & Noble Classics,Barnes & Noble Classics,Mate selection; Cousins; Fiction; Young women; Horror tales; Families; Uncles; Appreciation,Mate selection,73,https://covers.openlibrary.org/b/id/9278278-L.jpg
452,"The 5th Wave (The 5th Wave, #1)",0399162410,True,OL26887382M,http://openlibrary.org/books/OL26887382M/The_5th_Wave,The 5th Wave,2013,457.0,G.P. Putnam's Sons; Penguin Young Readers Group,G.P. Putnam's Sons,Fiction; Extraterrestrial beings; Science fiction; Survival; War; War stories; YOUNG ADULT FICTION; Alien Contact,Fiction,36,https://covers.openlibrary.org/b/id/14654084-L.jpg
453,Cold Mountain,0802142842,True,OL4427420M,http://openlibrary.org/books/OL4427420M/The_science_of_homeopathy,The science of homeopathy,1980,331.0,"Grove Press : distributed by Random House; Grove/Atlantic, Incorporated",Grove Press : distributed by Random House,"Homeopathy; United States; History; Life change events; Civil War, 1861-1865; American Civil War (1861-1865) fast (OCoLC)fst01351658; Love stories; North Carolina",Homeopathy,12,https://covers.openlibrary.org/b/id/4615058-L.jpg
455,"Something Blue (Darcy & Rachel, #2)",0312323867,True,OL24226108M,http://openlibrary.org/books/OL24226108M/Something_Blue,Something Blue,"March 21, 2006",356.0,St. Martin's Press,St. Martin's Press,"Rejection (Psychology); Fiction; Americans; New York Times bestseller; nyt:e-book_fiction=2011-04-16; Pregnant women; Fiction, psychological; London (england), fiction",Rejection (Psychology),10,https://covers.openlibrary.org/b/id/6387216-L.jpg
456,A Streetcar Named Desire,0822210894,True,OL21556175M,http://openlibrary.org/books/OL21556175M/A_streetcar_named_Desire,A streetcar named Desire,1981,107.0,Dramatists Play Service Inc.,Dramatists Play Service Inc.,Drama; Married people; Sisters; Women teachers; Widows; Rape; Plays; Polish Americans,Drama,29,https://covers.openlibrary.org/b/id/12176867-L.jpg
